id,name,type,phase,frozen,durationSeconds,startTimeSeconds,relativeTimeSeconds
558,Codeforces Round #312 (Div. 2),CF,FINISHED,False,7200,1436886600,105359697
557,Codeforces Round #311 (Div. 2),CF,FINISHED,False,7200,1435676400,106569897
555,Codeforces Round #310 (Div. 1),CF,FINISHED,False,7200,1435414200,106832097
556,Codeforces Round #310 (Div. 2),CF,FINISHED,False,7200,1435414200,106832097
553,Codeforces Round #309 (Div. 1),CF,FINISHED,False,7800,1435163400,107082897
554,Codeforces Round #309 (Div. 2),CF,FINISHED,False,7800,1435163400,107082897
552,Codeforces Round #308 (Div. 2),CF,FINISHED,False,7200,1434645000,107601297
551,Codeforces Round #307 (Div. 2),CF,FINISHED,False,7200,1434127500,108118797
549,Looksery Cup 2015,CF,FINISHED,False,9000,1433595600,108650697
550,Codeforces Round #306 (Div. 2),CF,FINISHED,False,7200,1433435400,108810897
547,Codeforces Round #305 (Div. 1),CF,FINISHED,False,7200,1432658100,109588197
548,Codeforces Round #305 (Div. 2),CF,FINISHED,False,7200,1432658100,109588197
546,Codeforces Round #304 (Div. 2),CF,FINISHED,False,7200,1432312200,109934097
545,Codeforces Round #303 (Div. 2),CF,FINISHED,False,7200,1432053000,110193297
543,Codeforces Round #302 (Div. 1),CF,FINISHED,False,7200,1431016200,111230097
544,Codeforces Round #302 (Div. 2),CF,FINISHED,False,7200,1431016200,111230097
541,VK Cup 2015 - Раунд 3,CF,FINISHED,False,9000,1430668800,111577497
542,"VK Cup 2015 - Round 3 (unofficial online mirror, Div. 1 only)",CF,FINISHED,False,9000,1430668800,111577497
540,Codeforces Round #301 (Div. 2),CF,FINISHED,False,7200,1430411400,111834897
538,Codeforces Round #300,CF,FINISHED,False,9000,1430064000,112182297
537,VK Cup 2015 - Wild Card Round 2,IOI,FINISHED,False,604800,1429381800,112864497
532,VK Cup 2015 - Round 2,CF,FINISHED,False,9000,1429286400,112959897
533,"VK Cup 2015 - Round 2 (unofficial online mirror, Div. 1 only)",CF,FINISHED,False,9000,1429286400,112959897
535,Codeforces Round #299 (Div. 2),CF,FINISHED,False,7200,1429029300,113216997
536,Codeforces Round #299 (Div. 1),CF,FINISHED,False,7200,1429029300,113216997
534,Codeforces Round #298 (Div. 2),CF,FINISHED,False,9000,1428854400,113391897
526,ZeptoLab Code Rush 2015,CF,FINISHED,False,9000,1428165300,114080997
530,VK Cup 2015 - Wild Card Round 1,ICPC,FINISHED,False,9000,1427562000,114684297
531,VK Cup 2015 - Wild Card Round 1 (Online Mirror),ICPC,FINISHED,False,9000,1427562000,114684297
525,Codeforces Round #297 (Div. 2),CF,FINISHED,False,7200,1427387400,114858897
529,"VK Cup 2015 - Round 1 (unofficial online mirror, Div. 1 only)",CF,FINISHED,False,7200,1426956300,115289997
524,VK Cup 2015 - Round 1,CF,FINISHED,False,7200,1426946400,115299897
527,Codeforces Round #296 (Div. 2),CF,FINISHED,False,7200,1426610700,115635597
528,Codeforces Round #296 (Div. 1),CF,FINISHED,False,7200,1426610700,115635597
523,VK Cup 2015 - Qualification Round 2,CF,FINISHED,False,86400,1426345200,115901097
522,VK Cup 2015 - Qualification Round 1,CF,FINISHED,False,86400,1425740400,116505897
520,Codeforces Round #295 (Div. 2),CF,FINISHED,False,7500,1425279600,116966697
521,Codeforces Round #295 (Div. 1),CF,FINISHED,False,7500,1425279600,116966697
519,Codeforces Round #294 (Div. 2),CF,FINISHED,False,7200,1425128400,117117897
518,Codeforces Round #293 (Div. 2),CF,FINISHED,False,9000,1424795400,117450897
515,Codeforces Round #292 (Div. 2),CF,FINISHED,False,7200,1424190900,118055397
516,Codeforces Round #292 (Div. 1),CF,FINISHED,False,7200,1424190900,118055397
514,Codeforces Round #291 (Div. 2),CF,FINISHED,False,7200,1423931400,118314897
513,Rockethon 2015,ICPC,FINISHED,False,11700,1423328400,118917897
512,Codeforces Round #290 (Div. 1),CF,FINISHED,False,7500,1422894600,119351697
510,Codeforces Round #290 (Div. 2),CF,FINISHED,False,7500,1422894600,119351697
509,"Codeforces Round #289 (Div. 2, ACM ICPC Rules)",ICPC,FINISHED,False,10800,1422705600,119540697
508,Codeforces Round #288 (Div. 2),CF,FINISHED,False,7200,1422376200,119870097
507,Codeforces Round #287 (Div. 2),CF,FINISHED,False,7200,1422028800,120217497
505,Codeforces Round #286 (Div. 2),CF,FINISHED,False,7200,1421586000,120660297
506,Codeforces Round #286 (Div. 1),CF,FINISHED,False,7200,1421586000,120660297
501,Codeforces Round #285 (Div. 2),CF,FINISHED,False,7200,1421053200,121193097
504,Codeforces Round #285 (Div. 1),CF,FINISHED,False,7200,1421053200,121193097
500,Good Bye 2014,CF,FINISHED,False,9000,1419951600,122294697
498,Codeforces Round #284 (Div. 1),CF,FINISHED,False,7200,1419438600,122807697
499,Codeforces Round #284 (Div. 2),CF,FINISHED,False,7200,1419438600,122807697
496,Codeforces Round #283 (Div. 2),CF,FINISHED,False,7200,1418833800,123412497
497,Codeforces Round #283 (Div. 1),CF,FINISHED,False,7200,1418833800,123412497
494,Codeforces Round #282 (Div. 1),CF,FINISHED,False,7200,1418488200,123758097
495,Codeforces Round #282 (Div. 2),CF,FINISHED,False,7200,1418488200,123758097
493,Codeforces Round #281 (Div. 2),CF,FINISHED,False,7200,1417618800,124627497
492,Codeforces Round #280 (Div. 2),CF,FINISHED,False,7200,1417451400,124794897
490,Codeforces Round #279 (Div. 2),CF,FINISHED,False,9000,1416733800,125512497
487,Codeforces Round #278 (Div. 1),CF,FINISHED,False,7200,1416590400,125655897
488,Codeforces Round #278 (Div. 2),CF,FINISHED,False,7200,1416590400,125655897
491,Testing Round #11,CF,FINISHED,False,5400,1416519000,125727297
489,Codeforces Round #277.5 (Div. 2),CF,FINISHED,False,9000,1416238500,126007797
486,Codeforces Round #277 (Div. 2),CF,FINISHED,False,7200,1415718000,126528297
484,Codeforces Round #276 (Div. 1),CF,FINISHED,False,9000,1415205000,127041297
485,Codeforces Round #276 (Div. 2),CF,FINISHED,False,9000,1415205000,127041297
482,Codeforces Round #275 (Div. 1),CF,FINISHED,False,7800,1414170000,128076297
483,Codeforces Round #275 (Div. 2),CF,FINISHED,False,7800,1414170000,128076297
479,Codeforces Round #274 (Div. 2),CF,FINISHED,False,7200,1413709200,128537097
480,Codeforces Round #274 (Div. 1),CF,FINISHED,False,7200,1413709200,128537097
478,Codeforces Round #273 (Div. 2),CF,FINISHED,False,7200,1413474000,128772297
476,Codeforces Round #272 (Div. 2),CF,FINISHED,False,7200,1413122400,129123897
477,Codeforces Round #272 (Div. 1),CF,FINISHED,False,7200,1413122400,129123897
474,Codeforces Round #271 (Div. 2),CF,FINISHED,False,9000,1412609400,129636897
475,Bayan 2015 Contest Warm Up,CF,FINISHED,False,10800,1412514000,129732297
472,Codeforces Round #270,CF,FINISHED,False,9000,1411918500,130327797
471,Codeforces Round #269 (Div. 2),CF,FINISHED,False,7200,1411745400,130500897
468,Codeforces Round #268 (Div. 1),CF,FINISHED,False,7200,1411218000,131028297
469,Codeforces Round #268 (Div. 2),CF,FINISHED,False,7200,1411218000,131028297
467,Codeforces Round #267 (Div. 2),CF,FINISHED,False,7200,1411054200,131192097
470,Surprise Language Round #7,ICPC,FINISHED,False,7200,1410622200,131624097
466,Codeforces Round #266 (Div. 2),CF,FINISHED,False,7200,1410535800,131710497
464,Codeforces Round #265 (Div. 1),CF,FINISHED,False,7200,1410103800,132142497
465,Codeforces Round #265 (Div. 2),CF,FINISHED,False,7200,1410103800,132142497
463,Codeforces Round #264 (Div. 2),CF,FINISHED,False,7200,1409383800,132862497
461,Codeforces Round #263 (Div. 1),CF,FINISHED,False,7200,1409061600,133184697
462,Codeforces Round #263 (Div. 2),CF,FINISHED,False,7200,1409061600,133184697
460,Codeforces Round #262 (Div. 2),CF,FINISHED,False,7200,1408548600,133697697
459,Codeforces Round #261 (Div. 2),CF,FINISHED,False,7200,1408116600,134129697
457,MemSQL Start[c]UP 2.0 - Round 2,CF,FINISHED,False,10800,1407690000,134556297
458,MemSQL Start[c]UP 2.0 - Round 2 - Online Round,CF,FINISHED,False,10800,1407690000,134556297
455,Codeforces Round #260 (Div. 1),CF,FINISHED,False,7200,1407511800,134734497
456,Codeforces Round #260 (Div. 2),CF,FINISHED,False,7200,1407511800,134734497
453,Codeforces Round #259 (Div. 1),CF,FINISHED,False,7200,1406907000,135339297
454,Codeforces Round #259 (Div. 2),CF,FINISHED,False,7200,1406907000,135339297
452,MemSQL Start[c]UP 2.0 - Round 1,CF,FINISHED,False,9000,1406480400,135765897
451,Codeforces Round #258 (Div. 2),CF,FINISHED,False,7200,1406215800,136030497
449,Codeforces Round #257 (Div. 1),CF,FINISHED,False,7200,1405774800,136471497
450,Codeforces Round #257 (Div. 2),CF,FINISHED,False,7200,1405774800,136471497
448,Codeforces Round #256 (Div. 2),CF,FINISHED,False,7200,1405605600,136640697
446,Codeforces Round #FF (Div. 1),CF,FINISHED,False,7200,1405256400,136989897
447,Codeforces Round #FF (Div. 2),CF,FINISHED,False,7200,1405256400,136989897
444,Codeforces Round #254 (Div. 1),CF,FINISHED,False,7200,1404651900,137594397
445,Codeforces Round #254 (Div. 2),CF,FINISHED,False,7200,1404651900,137594397
442,Codeforces Round #253 (Div. 1),CF,FINISHED,False,7200,1403191800,139054497
443,Codeforces Round #253 (Div. 2),CF,FINISHED,False,7200,1403191800,139054497
436,Zepto Code Rush 2014,CF,FINISHED,False,9000,1402673400,139572897
441,Codeforces Round #252 (Div. 2),CF,FINISHED,False,7200,1402241400,140004897
439,Codeforces Round #251 (Div. 2),CF,FINISHED,False,7200,1401895800,140350497
440,Testing Round #10,CF,FINISHED,False,5400,1401809400,140436897
437,Codeforces Round #250 (Div. 2),CF,FINISHED,False,7200,1401627600,140618697
438,Codeforces Round #250 (Div. 1),CF,FINISHED,False,7200,1401627600,140618697
435,Codeforces Round #249 (Div. 2),CF,FINISHED,False,7200,1401463800,140782497
433,Codeforces Round #248 (Div. 2),CF,FINISHED,False,7200,1400914800,141331497
434,Codeforces Round #248 (Div. 1),CF,FINISHED,False,7200,1400914800,141331497
431,Codeforces Round #247 (Div. 2),CF,FINISHED,False,7200,1400686200,141560097
432,Codeforces Round #246 (Div. 2),CF,FINISHED,False,7200,1400167800,142078497
429,Codeforces Round #245 (Div. 1),CF,FINISHED,False,7200,1399822800,142423497
430,Codeforces Round #245 (Div. 2),CF,FINISHED,False,7200,1399822800,142423497
427,Codeforces Round #244 (Div. 2),CF,FINISHED,False,7200,1399044600,143201697
425,Codeforces Round #243 (Div. 1),CF,FINISHED,False,7200,1398612600,143633697
426,Codeforces Round #243 (Div. 2),CF,FINISHED,False,7200,1398612600,143633697
424,Codeforces Round #242 (Div. 2),CF,FINISHED,False,7200,1398409200,143837097
419,Coder-Strike 2014 - Finals,CF,FINISHED,False,7200,1398169200,144077097
420,"Coder-Strike 2014 - Finals (online edition, Div. 1)",CF,FINISHED,False,7200,1398169140,144077157
421,"Coder-Strike 2014 - Finals (online edition, Div. 2)",CF,FINISHED,False,7200,1398168900,144077397
413,Coder-Strike 2014 - Round 2,CF,FINISHED,False,7200,1397977200,144269097
412,Coder-Strike 2014 - Round 1,CF,FINISHED,False,7200,1397837400,144408897
417,RCC 2014 Warmup (Div. 2),CF,FINISHED,False,7200,1397749200,144497097
418,RCC 2014 Warmup (Div. 1),CF,FINISHED,False,7200,1397749200,144497097
411,Coder-Strike 2014 - Qualification Round,ICPC,FINISHED,False,86400,1397505600,144740697
416,Codeforces Round #241 (Div. 2),CF,FINISHED,False,7200,1397376000,144870297
414,Codeforces Round #240 (Div. 1),CF,FINISHED,False,7200,1396798800,145447497
415,Codeforces Round #240 (Div. 2),CF,FINISHED,False,7200,1396798800,145447497
409,April Fools Day Contest 2014,ICPC,FINISHED,False,7200,1396366200,145880097
407,Codeforces Round #239 (Div. 1),CF,FINISHED,False,7200,1396162800,146083497
408,Codeforces Round #239 (Div. 2),CF,FINISHED,False,7200,1396162800,146083497
405,Codeforces Round #238 (Div. 2),CF,FINISHED,False,7200,1395502200,146744097
406,Codeforces Round #238 (Div. 1),CF,FINISHED,False,7200,1395502200,146744097
404,Codeforces Round #237 (Div. 2),CF,FINISHED,False,7200,1395243000,147003297
402,Codeforces Round #236 (Div. 2),CF,FINISHED,False,7200,1394983800,147262497
403,Codeforces Round #236 (Div. 1),CF,FINISHED,False,7200,1394983800,147262497
401,Codeforces Round #235 (Div. 2),CF,FINISHED,False,7200,1394465400,147780897
400,Codeforces Round #234 (Div. 2),CF,FINISHED,False,7200,1394033400,148212897
398,Codeforces Round #233 (Div. 1),CF,FINISHED,False,7200,1393687800,148558497
399,Codeforces Round #233 (Div. 2),CF,FINISHED,False,7200,1393687800,148558497
396,Codeforces Round #232 (Div. 1),CF,FINISHED,False,7200,1393428600,148817697
397,Codeforces Round #232 (Div. 2),CF,FINISHED,False,7200,1393428600,148817697
394,Codeforces Round #231 (Div. 2),CF,FINISHED,False,7200,1392910200,149336097
392,Codeforces Round #230 (Div. 1),CF,FINISHED,False,7200,1392728400,149517897
393,Codeforces Round #230 (Div. 2),CF,FINISHED,False,7200,1392728400,149517897
391,Rockethon 2014,ICPC,FINISHED,False,10800,1392573600,149672697
390,Codeforces Round #229 (Div. 2),CF,FINISHED,False,7200,1392132600,150113697
388,Codeforces Round #228 (Div. 1),CF,FINISHED,False,7500,1391442000,150804297
389,Codeforces Round #228 (Div. 2),CF,FINISHED,False,7500,1391442000,150804297
387,Codeforces Round #227 (Div. 2),CF,FINISHED,False,7800,1391095800,151150497
385,Codeforces Round #226 (Div. 2),CF,FINISHED,False,7200,1390577700,151668597
383,Codeforces Round #225 (Div. 1),CF,FINISHED,False,7200,1390231800,152014497
384,Codeforces Round #225 (Div. 2),CF,FINISHED,False,7200,1390231800,152014497
382,Codeforces Round #224 (Div. 2),CF,FINISHED,False,7200,1389972600,152273697
386,Testing Round #9,CF,FINISHED,False,5400,1389906900,152339397
380,Codeforces Round #223 (Div. 1),CF,FINISHED,False,7200,1389540600,152705697
381,Codeforces Round #223 (Div. 2),CF,FINISHED,False,7200,1389540600,152705697
379,Good Bye 2013,CF,FINISHED,False,7200,1388417400,153828897
377,Codeforces Round #222 (Div. 1),CF,FINISHED,False,7200,1388331000,153915297
378,Codeforces Round #222 (Div. 2),CF,FINISHED,False,7200,1388331000,153915297
375,Codeforces Round #221 (Div. 1),CF,FINISHED,False,7200,1387893600,154352697
376,Codeforces Round #221 (Div. 2),CF,FINISHED,False,7200,1387893600,154352697
374,Codeforces Round #220 (Div. 2),CF,FINISHED,False,7200,1387380600,154865697
372,Codeforces Round #219 (Div. 1),CF,FINISHED,False,7200,1386943200,155303097
373,Codeforces Round #219 (Div. 2),CF,FINISHED,False,7200,1386943200,155303097
371,Codeforces Round #218 (Div. 2),CF,FINISHED,False,7200,1386493200,155753097
370,Codeforces Round #217 (Div. 2),CF,FINISHED,False,7200,1386399600,155846697
369,Codeforces Round #216 (Div. 2),CF,FINISHED,False,7200,1385739000,156507297
367,Codeforces Round #215 (Div. 1),CF,FINISHED,False,7200,1385479800,156766497
368,Codeforces Round #215 (Div. 2),CF,FINISHED,False,7200,1385479800,156766497
366,Codeforces Round #214 (Div. 2),CF,FINISHED,False,7200,1385307000,156939297
364,Codeforces Round #213 (Div. 1),CF,FINISHED,False,7500,1384875000,157371297
365,Codeforces Round #213 (Div. 2),CF,FINISHED,False,7500,1384875000,157371297
362,Codeforces Round #212 (Div. 2),CF,FINISHED,False,7200,1384443000,157803297
363,Codeforces Round #211 (Div. 2),CF,FINISHED,False,7200,1384156800,158089497
360,Codeforces Round #210 (Div. 1),CF,FINISHED,False,7200,1384102800,158143497
361,Codeforces Round #210 (Div. 2),CF,FINISHED,False,7200,1384102800,158143497
359,Codeforces Round #209 (Div. 2),CF,FINISHED,False,7200,1383379200,158867097
358,Codeforces Round #208 (Div. 2),CF,FINISHED,False,7200,1382715000,159531297
356,Codeforces Round #207 (Div. 1),CF,FINISHED,False,7200,1381838400,160407897
357,Codeforces Round #207 (Div. 2),CF,FINISHED,False,7200,1381838400,160407897
354,Codeforces Round #206 (Div. 1),CF,FINISHED,False,7200,1381678200,160568097
355,Codeforces Round #206 (Div. 2),CF,FINISHED,False,7200,1381678200,160568097
353,Codeforces Round #205 (Div. 2),CF,FINISHED,False,7200,1381419000,160827297
351,Codeforces Round #204 (Div. 1),CF,FINISHED,False,7200,1380900600,161345697
352,Codeforces Round #204 (Div. 2),CF,FINISHED,False,7200,1380900600,161345697
350,Codeforces Round #203 (Div. 2),CF,FINISHED,False,7200,1380641400,161604897
348,Codeforces Round #202 (Div. 1),CF,FINISHED,False,7200,1380295800,161950497
349,Codeforces Round #202 (Div. 2),CF,FINISHED,False,7200,1380295800,161950497
346,Codeforces Round #201 (Div. 1),CF,FINISHED,False,7200,1379691000,162555297
347,Codeforces Round #201 (Div. 2),CF,FINISHED,False,7200,1379691000,162555297
343,Codeforces Round #200 (Div. 1),CF,FINISHED,False,7800,1379172600,163073697
344,Codeforces Round #200 (Div. 2),CF,FINISHED,False,7800,1379172600,163073697
345,"Friday the 13th, Programmers Day",ICPC,FINISHED,False,7200,1379086800,163159497
342,Codeforces Round #199 (Div. 2),CF,FINISHED,False,7200,1378540800,163705497
340,Codeforces Round #198 (Div. 2),CF,FINISHED,False,7200,1377876600,164369697
341,Codeforces Round #198 (Div. 1),CF,FINISHED,False,7200,1377876600,164369697
339,Codeforces Round #197 (Div. 2),CF,FINISHED,False,7200,1377531000,164715297
337,Codeforces Round #196 (Div. 2),CF,FINISHED,False,7200,1376668800,165577497
338,Codeforces Round #196 (Div. 1),CF,FINISHED,False,7200,1376668800,165577497
336,Codeforces Round #195 (Div. 2),CF,FINISHED,False,7200,1376062200,166184097
326,MemSQL start[c]up Round 2,CF,FINISHED,False,10800,1375549200,166697097
335,MemSQL start[c]up Round 2 - online version,CF,FINISHED,False,10800,1375549200,166697097
333,Codeforces Round #194 (Div. 1),CF,FINISHED,False,7200,1374913800,167332497
334,Codeforces Round #194 (Div. 2),CF,FINISHED,False,7200,1374913800,167332497
332,Codeforces Round #193 (Div. 2),CF,FINISHED,False,8100,1374679800,167566497
329,Codeforces Round #192 (Div. 1),CF,FINISHED,False,7200,1374327000,167919297
330,Codeforces Round #192 (Div. 2),CF,FINISHED,False,7200,1374327000,167919297
331,ABBYY Cup 3.0 - Finals (online version),ICPC,FINISHED,False,8100,1374075000,168171297
324,ABBYY Cup 3.0 - Finals,ICPC,FINISHED,False,7200,1374043200,168203097
325,MemSQL start[c]up Round 1,CF,FINISHED,False,7200,1373734800,168511497
328,Testing Round #8,CF,FINISHED,False,3600,1373662800,168583497
327,Codeforces Round #191 (Div. 2),CF,FINISHED,False,7200,1372941000,169305297
321,Codeforces Round #190 (Div. 1),CF,FINISHED,False,7200,1372433400,169812897
322,Codeforces Round #190 (Div. 2),CF,FINISHED,False,7200,1372433400,169812897
323,Testing Round #7,CF,FINISHED,False,3600,1372363200,169883097
319,Codeforces Round #189 (Div. 1),CF,FINISHED,False,7800,1371992400,170253897
320,Codeforces Round #189 (Div. 2),CF,FINISHED,False,7800,1371992400,170253897
317,Codeforces Round #188 (Div. 1),CF,FINISHED,False,7200,1371223800,171022497
318,Codeforces Round #188 (Div. 2),CF,FINISHED,False,7200,1371223800,171022497
316,ABBYY Cup 3.0,ICPC,FINISHED,False,14400,1371042000,171204297
314,Codeforces Round #187 (Div. 1),CF,FINISHED,False,7200,1370619000,171627297
315,Codeforces Round #187 (Div. 2),CF,FINISHED,False,7200,1370619000,171627297
313,Codeforces Round #186 (Div. 2),CF,FINISHED,False,7200,1369927800,172318497
311,Codeforces Round #185 (Div. 1),CF,FINISHED,False,7200,1369582200,172664097
312,Codeforces Round #185 (Div. 2),CF,FINISHED,False,7200,1369582200,172664097
305,Codeforces Round #184 (Div. 2),CF,FINISHED,False,7200,1368968400,173277897
309,"Croc Champ 2013 - Finals (online version, Div. 1)",CF,FINISHED,False,9000,1368803400,173442897
308,Croc Champ 2013 - Finals,CF,FINISHED,False,9000,1368784800,173461497
303,Codeforces Round #183 (Div. 1),CF,FINISHED,False,7200,1368363600,173882697
304,Codeforces Round #183 (Div. 2),CF,FINISHED,False,7200,1368363600,173882697
306,Testing Round #6,CF,FINISHED,False,6000,1368302400,173943897
301,Codeforces Round #182 (Div. 1),CF,FINISHED,False,7200,1367769900,174476397
302,Codeforces Round #182 (Div. 2),CF,FINISHED,False,7200,1367769900,174476397
300,Codeforces Round #181 (Div. 2),CF,FINISHED,False,7200,1366903800,175342497
293,Croc Champ 2013 - Round 2,CF,FINISHED,False,7800,1366644900,175601397
299,Croc Champ 2013 - Round 2 (Div. 2 Edition),CF,FINISHED,False,7800,1366644600,175601697
297,Codeforces Round #180 (Div. 1),CF,FINISHED,False,7200,1366385400,175860897
298,Codeforces Round #180 (Div. 2),CF,FINISHED,False,7200,1366385400,175860897
292,Croc Champ 2013 - Round 1,CF,FINISHED,False,7200,1366040100,176206197
291,Croc Champ 2013 - Qualification Round,CF,FINISHED,False,172800,1365796800,176449497
295,Codeforces Round #179 (Div. 1),CF,FINISHED,False,7200,1365694200,176552097
296,Codeforces Round #179 (Div. 2),CF,FINISHED,False,7200,1365694200,176552097
294,Codeforces Round #178 (Div. 2),CF,FINISHED,False,7200,1365348600,176897697
288,Codeforces Round #177 (Div. 1),CF,FINISHED,False,7200,1364916600,177329697
289,Codeforces Round #177 (Div. 2),CF,FINISHED,False,7200,1364916600,177329697
290,April Fools Day Contest 2013,ICPC,FINISHED,False,7200,1364830200,177416097
286,Codeforces Round #176 (Div. 1),CF,FINISHED,False,7200,1364025600,178220697
287,Codeforces Round #176 (Div. 2),CF,FINISHED,False,7200,1364025600,178220697
285,Codeforces Round #175 (Div. 2),CF,FINISHED,False,7200,1363879800,178366497
283,Codeforces Round #174 (Div. 1),CF,FINISHED,False,7500,1363534200,178712097
284,Codeforces Round #174 (Div. 2),CF,FINISHED,False,7500,1363534200,178712097
282,Codeforces Round #173 (Div. 2),CF,FINISHED,False,7200,1363188600,179057697
280,Codeforces Round #172 (Div. 1),CF,FINISHED,False,7200,1362929400,179316897
281,Codeforces Round #172 (Div. 2),CF,FINISHED,False,7200,1362929400,179316897
279,Codeforces Round #171 (Div. 2),CF,FINISHED,False,7200,1362411000,179835297
277,Codeforces Round #170 (Div. 1),CF,FINISHED,False,7200,1362065400,180180897
278,Codeforces Round #170 (Div. 2),CF,FINISHED,False,7200,1362065400,180180897
276,Codeforces Round #169 (Div. 2),CF,FINISHED,False,7200,1361719800,180526497
274,Codeforces Round #168 (Div. 1),CF,FINISHED,False,7200,1361374200,180872097
275,Codeforces Round #168 (Div. 2),CF,FINISHED,False,7200,1361374200,180872097
272,Codeforces Round #167 (Div. 2),CF,FINISHED,False,7200,1360769400,181476897
273,Codeforces Round #167 (Div. 1),CF,FINISHED,False,7200,1360769400,181476897
271,Codeforces Round #166 (Div. 2),CF,FINISHED,False,7200,1360596600,181649697
269,Codeforces Round #165 (Div. 1),CF,FINISHED,False,7200,1359732600,182513697
270,Codeforces Round #165 (Div. 2),CF,FINISHED,False,7200,1359732600,182513697
